Year,Quarter,Region,Economic Activity,Enterprise size,Number of enterprises,Number of Saudi employees,Number of Saudi male employees,Number of Saudi female employees,Number of Non Saudi employees,Number of Non Saudi male employees,Number of Non Saudi female employees
2023,1,Riyadh Region,"Connecting electricity, gas, steam and air conditioning",Micro,112,87,46,41,215,214,1
2023,1,Riyadh Region,"Connecting electricity, gas, steam and air conditioning",Medium,5,316,257,59,240,240,0
2023,1,Qassim Region,"Connecting electricity, gas, steam and air conditioning",Small,2,10,7,3,37,37,0
2023,1,Qassim Region,"Connecting electricity, gas, steam and air conditioning",Micro,13,1,1,0,38,38,0
2023,1,Qassim Region,"Connecting electricity, gas, steam and air conditioning",Medium,1,63,63,0,132,132,0
2023,1,Medina Region,"Connecting electricity, gas, steam and air conditioning",Small,3,34,34,0,16,16,0
2023,1,Medina Region,"Connecting electricity, gas, steam and air conditioning",Micro,20,8,3,5,38,38,0
2023,1,Medina Region,"Connecting electricity, gas, steam and air conditioning",Medium,1,95,95,0,2,2,0
2023,1,Tabuk Region,"Connecting electricity, gas, steam and air conditioning",Micro,13,3,0,3,25,25,0
2023,1,Jazan Region,"Connecting electricity, gas, steam and air conditioning",Small,3,23,17,6,46,46,0
2023,1,Jazan Region,"Connecting electricity, gas, steam and air conditioning",Micro,20,4,3,1,41,41,0
2023,1,Jazan Region,"Connecting electricity, gas, steam and air conditioning",Medium,2,7,7,0,137,137,0
2023,1,Hail Region,"Connecting electricity, gas, steam and air conditioning",Micro,9,5,4,1,21,21,0
2023,1,Asir Region,"Connecting electricity, gas, steam and air conditioning",Small,5,20,9,11,57,57,0
2023,1,Asir Region,"Connecting electricity, gas, steam and air conditioning",Large,1,4531,4531,0,248,248,0
2023,1,Asir Region,"Connecting electricity, gas, steam and air conditioning",Micro,23,7,3,4,46,46,0
2023,1,Asir Region,"Connecting electricity, gas, steam and air conditioning",Medium,3,164,159,5,150,150,0
2023,1,Makkah Region,"Connecting electricity, gas, steam and air conditioning",Small,29,179,100,79,479,479,0
2023,1,Makkah Region,"Connecting electricity, gas, steam and air conditioning",Large,2,9216,9215,1,627,627,0
2023,1,Makkah Region,"Connecting electricity, gas, steam and air conditioning",Micro,65,19,15,4,114,114,0
2023,1,Makkah Region,"Connecting electricity, gas, steam and air conditioning",Medium,5,169,129,40,301,300,1
2023,1,Najran Region,"Connecting electricity, gas, steam and air conditioning",Small,1,1,1,0,8,8,0
2023,1,Najran Region,"Connecting electricity, gas, steam and air conditioning",Micro,7,0,0,0,14,14,0
2023,1,Eastern Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Small,7,117,74,43,34,31,3
2023,1,Eastern Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Large,2,582,429,153,162,152,10
2023,1,Eastern Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Micro,2,4,2,2,2,2,0
2023,1,Eastern Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Medium,4,299,183,116,141,140,1
2023,1,Al Bahah Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Micro,1,0,0,0,4,4,0
2023,1,Riyadh Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Small,6,100,78,22,37,36,1
2023,1,Riyadh Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Large,7,3105,1907,1198,805,770,35
2023,1,Riyadh Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Micro,26,24,10,14,13,13,0
2023,1,Riyadh Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Medium,9,931,679,252,342,327,15
2023,1,Medina Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Micro,4,2,0,2,7,6,1
2023,1,Jazan Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Micro,1,1,1,0,2,2,0
2023,1,Asir Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Micro,1,0,0,0,1,1,0
2023,1,Makkah Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Small,10,167,102,65,49,48,1
2023,1,Makkah Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Large,1,860,443,417,381,312,69
2023,1,Makkah Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Micro,8,1,1,0,10,10,0
2023,1,Makkah Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Medium,5,626,393,233,224,215,9
2023,1,Najran Region,"Financing insurance, reinsurance and pension funds, excluding compulsory social security",Micro,2,0,0,0,5,5,0
2023,1,Eastern Region,Metal ore mining,Small,10,16,13,3,92,92,0
2023,1,Eastern Region,Metal ore mining,Large,1,570,566,4,3,3,0
2023,1,Eastern Region,Metal ore mining,Micro,55,18,12,6,115,115,0
2023,1,Eastern Region,Metal ore mining,Medium,1,77,65,12,54,53,1
2023,1,Al Bahah Region,Metal ore mining,Micro,4,0,0,0,5,5,0
2023,1,Al-Jawf Region,Metal ore mining,Micro,1,0,0,0,4,4,0
2023,1,Northern border Region,Metal ore mining,Micro,3,0,0,0,7,7,0
2023,1,Riyadh Region,Metal ore mining,Small,15,50,29,21,190,189,1
2023,1,Riyadh Region,Metal ore mining,Micro,32,19,14,5,56,56,0
2023,1,Riyadh Region,Metal ore mining,Medium,2,66,30,36,94,94,0
2023,1,Qassim Region,Metal ore mining,Small,1,0,0,0,8,8,0
2023,1,Qassim Region,Metal ore mining,Micro,12,2,2,0,29,29,0
2023,1,Qassim Region,Metal ore mining,Medium,1,90,90,0,14,14,0
2023,1,Medina Region,Metal ore mining,Micro,7,1,1,0,15,15,0
2023,1,Tabuk Region,Metal ore mining,Small,1,0,0,0,6,6,0
2023,1,Jazan Region,Metal ore mining,Small,1,13,3,10,0,0,0
2023,1,Jazan Region,Metal ore mining,Micro,7,0,0,0,21,21,0
2023,1,Hail Region,Metal ore mining,Micro,2,0,0,0,5,5,0
2023,1,Asir Region,Metal ore mining,Small,4,5,2,3,29,29,0
2023,1,Asir Region,Metal ore mining,Micro,33,5,4,1,62,62,0
2023,1,Makkah Region,Metal ore mining,Small,6,26,8,18,79,77,2
2023,1,Makkah Region,Metal ore mining,Micro,39,13,7,6,72,72,0
2023,1,Makkah Region,Metal ore mining,Medium,4,414,384,30,52,52,0
2023,1,Najran Region,Metal ore mining,Small,1,0,0,0,13,13,0
2023,1,Najran Region,Metal ore mining,Micro,3,0,0,0,4,4,0
2023,1,Eastern Region,Coal and Lignite Mining,Small,2,5,5,0,13,13,0
2023,1,Eastern Region,Coal and Lignite Mining,Micro,5,3,3,0,8,8,0
2023,1,Riyadh Region,Coal and Lignite Mining,Small,2,3,2,1,18,18,0
2023,1,Riyadh Region,Coal and Lignite Mining,Micro,15,2,2,0,49,49,0
2023,1,Riyadh Region,Coal and Lignite Mining,Medium,2,69,30,39,63,63,0
2023,1,Qassim Region,Coal and Lignite Mining,Small,1,2,0,2,10,10,0
2023,1,Qassim Region,Coal and Lignite Mining,Micro,4,2,0,2,6,6,0
2023,1,Hail Region,Coal and Lignite Mining,Micro,1,0,0,0,4,4,0
2023,1,Makkah Region,Coal and Lignite Mining,Small,2,6,3,3,24,24,0
2023,1,Makkah Region,Coal and Lignite Mining,Micro,9,2,2,0,13,13,0
2023,1,Najran Region,Coal and Lignite Mining,Micro,1,0,0,0,4,4,0
2023,1,Eastern Region,Building construction,Small,5016,11316,5856,5460,67734,67530,204
2023,1,Eastern Region,Building construction,Large,139,25493,17518,7975,124966,124301,665
2023,1,Eastern Region,Building construction,Micro,12802,3061,1551,1510,30782,30671,111
2023,1,Eastern Region,Building construction,Medium,753,11023,6412,4611,64350,64223,127
2023,1,Al Bahah Region,Building construction,Small,216,354,240,114,2130,2122,8
2023,1,Al Bahah Region,Building construction,Micro,1283,223,123,100,3233,3225,8
2023,1,Al Bahah Region,Building construction,Medium,4,64,48,16,296,296,0
2023,1,Al-Jawf Region,Building construction,Small,243,332,207,125,2547,2540,7
2023,1,Al-Jawf Region,Building construction,Large,2,295,217,78,588,497,91
2023,1,Al-Jawf Region,Building construction,Micro,1638,211,134,77,4020,4012,8
2023,1,Al-Jawf Region,Building construction,Medium,7,102,66,36,466,466,0
2023,1,Northern border Region,Building construction,Small,176,275,160,115,1777,1771,6
2023,1,Northern border Region,Building construction,Large,3,380,223,157,2379,2355,24
2023,1,Northern border Region,Building construction,Micro,1609,146,79,67,4299,4291,8
2023,1,Northern border Region,Building construction,Medium,9,109,64,45,670,670,0
2023,1,Riyadh Region,Building construction,Small,7032,15183,6597,8586,89963,89293,670
2023,1,Riyadh Region,Building construction,Large,368,27021,14746,12275,227441,224833,2608
2023,1,Riyadh Region,Building construction,Micro,24451,5546,2590,2956,54430,53972,458
2023,1,Riyadh Region,Building construction,Medium,1129,14300,6877,7423,105577,104648,929
2023,1,Qassim Region,Building construction,Small,1329,1977,1167,810,15978,15873,105
2023,1,Qassim Region,Building construction,Large,32,476,288,188,13854,13773,81
2023,1,Qassim Region,Building construction,Micro,9515,1039,574,465,22829,22784,45
2023,1,Qassim Region,Building construction,Medium,156,1023,624,399,16680,16610,70
2023,1,Medina Region,Building construction,Small,1305,2354,1307,1047,14418,14347,71
2023,1,Medina Region,Building construction,Large,10,1531,645,886,13886,13416,470
2023,1,Medina Region,Building construction,Micro,6165,985,547,438,15520,15456,64
2023,1,Medina Region,Building construction,Medium,74,1055,600,455,5920,5910,10
2023,1,Tabuk Region,Building construction,Small,304,488,259,229,2952,2948,4
2023,1,Tabuk Region,Building construction,Large,1,47,47,0,240,240,0
2023,1,Tabuk Region,Building construction,Micro,2811,417,211,206,7224,7213,11
2023,1,Tabuk Region,Building construction,Medium,12,107,52,55,930,918,12
2023,1,Jazan Region,Building construction,Small,365,595,294,301,3591,3583,8
2023,1,Jazan Region,Building construction,Large,1,24,13,11,461,461,0
2023,1,Jazan Region,Building construction,Micro,4244,520,281,239,11008,10981,27
2023,1,Jazan Region,Building construction,Medium,12,212,119,93,1020,1007,13
2023,1,Hail Region,Building construction,Small,381,507,231,276,4035,4016,19
2023,1,Hail Region,Building construction,Large,3,18,6,12,1083,1083,0
2023,1,Hail Region,Building construction,Micro,3182,352,186,166,7669,7650,19
2023,1,Hail Region,Building construction,Medium,28,373,232,141,2352,2351,1
2023,1,Asir Region,Building construction,Small,981,1543,914,629,9636,9597,39
2023,1,Asir Region,Building construction,Large,3,307,292,15,1415,1415,0
2023,1,Asir Region,Building construction,Micro,8294,1156,656,500,19950,19918,32
2023,1,Asir Region,Building construction,Medium,39,646,438,208,2947,2941,6
2023,1,Makkah Region,Building construction,Small,5237,9499,4530,4969,60552,60037,515
2023,1,Makkah Region,Building construction,Large,92,13017,9148,3869,88813,88090,723
2023,1,Makkah Region,Building construction,Micro,22418,4296,2120,2176,55057,54559,498
2023,1,Makkah Region,Building construction,Medium,474,7235,4085,3150,39388,39055,333
2023,1,Najran Region,Building construction,Small,374,564,276,288,3989,3977,12
2023,1,Najran Region,Building construction,Large,8,938,479,459,2769,2761,8
2023,1,Najran Region,Building construction,Micro,2727,277,136,141,6447,6418,29
2023,1,Najran Region,Building construction,Medium,44,674,424,250,4270,4268,2
2023,1,Eastern Region,"Water collection, treatment and delivery",Small,35,162,113,49,407,407,0
2023,1,Eastern Region,"Water collection, treatment and delivery",Large,2,812,800,12,212,212,0
2023,1,Eastern Region,"Water collection, treatment and delivery",Micro,83,31,15,16,169,169,0
2023,1,Eastern Region,"Water collection, treatment and delivery",Medium,1,137,131,6,103,103,0
2023,1,Al Bahah Region,"Water collection, treatment and delivery",Small,2,2,1,1,13,13,0
2023,1,Al Bahah Region,"Water collection, treatment and delivery",Micro,30,5,3,2,56,56,0
2023,1,Al-Jawf Region,"Water collection, treatment and delivery",Small,2,9,6,3,35,35,0
2023,1,Al-Jawf Region,"Water collection, treatment and delivery",Micro,20,0,0,0,48,48,0
2023,1,Al-Jawf Region,"Water collection, treatment and delivery",Medium,1,19,13,6,49,49,0
2023,1,Northern border Region,"Water collection, treatment and delivery",Small,5,4,3,1,35,35,0
2023,1,Northern border Region,"Water collection, treatment and delivery",Micro,17,3,3,0,42,42,0
2023,1,Riyadh Region,"Water collection, treatment and delivery",Small,61,222,121,101,586,585,1
2023,1,Riyadh Region,"Water collection, treatment and delivery",Large,2,264,218,46,556,551,5
2023,1,Riyadh Region,"Water collection, treatment and delivery",Micro,212,57,29,28,472,469,3
2023,1,Riyadh Region,"Water collection, treatment and delivery",Medium,13,465,302,163,1024,1024,0
2023,1,Qassim Region,"Water collection, treatment and delivery",Small,11,28,17,11,95,95,0
2023,1,Qassim Region,"Water collection, treatment and delivery",Micro,62,10,6,4,140,140,0
2023,1,Qassim Region,"Water collection, treatment and delivery",Medium,2,138,108,30,222,222,0
2023,1,Medina Region,"Water collection, treatment and delivery",Small,10,30,22,8,94,94,0
2023,1,Medina Region,"Water collection, treatment and delivery",Large,1,730,730,0,183,183,0
2023,1,Medina Region,"Water collection, treatment and delivery",Micro,65,15,7,8,117,117,0
2023,1,Medina Region,"Water collection, treatment and delivery",Medium,1,28,16,12,64,64,0
2023,1,Tabuk Region,"Water collection, treatment and delivery",Small,5,20,16,4,82,82,0
2023,1,Tabuk Region,"Water collection, treatment and delivery",Micro,50,9,4,5,102,101,1
2023,1,Jazan Region,"Water collection, treatment and delivery",Small,6,57,53,4,38,38,0
2023,1,Jazan Region,"Water collection, treatment and delivery",Micro,85,20,11,9,164,164,0
2023,1,Jazan Region,"Water collection, treatment and delivery",Medium,1,54,52,2,26,26,0
2023,1,Hail Region,"Water collection, treatment and delivery",Small,1,13,11,2,31,31,0
2023,1,Hail Region,"Water collection, treatment and delivery",Micro,32,4,1,3,71,71,0
2023,1,Hail Region,"Water collection, treatment and delivery",Medium,2,28,22,6,112,112,0
2023,1,Asir Region,"Water collection, treatment and delivery",Small,16,55,28,27,187,187,0
2023,1,Asir Region,"Water collection, treatment and delivery",Micro,141,22,10,12,263,263,0
2023,1,Makkah Region,"Water collection, treatment and delivery",Small,66,314,232,82,583,582,1
2023,1,Makkah Region,"Water collection, treatment and delivery",Micro,385,74,37,37,831,828,3
2023,1,Makkah Region,"Water collection, treatment and delivery",Medium,11,672,598,74,540,539,1
2023,1,Najran Region,"Water collection, treatment and delivery",Small,6,6,4,2,70,70,0
2023,1,Najran Region,"Water collection, treatment and delivery",Large,1,81,62,19,198,195,3
2023,1,Najran Region,"Water collection, treatment and delivery",Micro,25,6,3,3,50,50,0
2023,1,Najran Region,"Water collection, treatment and delivery",Medium,1,21,17,4,35,35,0
2023,1,Eastern Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Small,1929,4480,2940,1540,17542,17519,23
2023,1,Eastern Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Large,7,1057,901,156,1535,1533,2
2023,1,Eastern Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Micro,7246,1955,1321,634,16975,16953,22
2023,1,Eastern Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Medium,64,1849,1435,414,3920,3919,1
2023,1,Al Bahah Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Small,72,136,104,32,513,512,1
2023,1,Al Bahah Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Micro,711,139,111,28,1580,1579,1
2023,1,Al-Jawf Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Small,117,202,162,40,949,948,1
2023,1,Al-Jawf Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Micro,1045,163,120,43,2463,2458,5
2023,1,Northern border Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Small,72,141,85,56,570,567,3
2023,1,Northern border Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Micro,726,107,84,23,1734,1733,1
2023,1,Riyadh Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Small,2798,7414,3843,3571,27353,27260,93
2023,1,Riyadh Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Large,9,1812,1580,232,4325,4320,5
2023,1,Riyadh Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Micro,14216,2859,1630,1229,33390,33265,125
2023,1,Riyadh Region,"Wholesale and retail trade, repair of motor vehicles and motorcycles",Medium,121,2983,1928,1055,8147,8107,40
